time,ue_id,enb_id,rsrp_dbm,rsrq_db,sinr_db
2,4,2,-83.78578425324011,-6.440899296441271,-77.01088629427421
2,4,3,-70.71450590738218,-11.187007028364889,-59.535854862572144
2,4,4,-74.55835627046102,-11.313415022554564,-66.17209953384484
2,4,5,-72.59451043119722,-7.614883417911613,-64.95642330913591
2,4,6,-62.381493405501885,-13.065345230070118,-51.84664542371017
2,4,7,-80.4135478314767,-7.593568796706176,-68.46906410426033
2,5,1,-62.59041047638995,-10.568068438589371,-54.564089993263984
2,5,2,-61.96003123894933,-8.851531320505012,-51.36751310149747
2,5,3,-76.41551711750559,-11.42386669938394,-65.8188738158622
2,5,4,-58.960109228412406,-6.5371400574836755,-46.37200540042749
2,5,5,-75.39352101713584,-13.610012647191095,-68.17056098275013
2,5,6,-67.7520248706414,-13.133838142237497,-55.63916914502239
2,5,7,-80.62142761734582,-9.971328128177575,-71.9447588344605
2,6,1,-93.04927879755687,-12.227662885564776,-82.14209444054497
2,6,2,-66.92688898104021,-10.957079614886787,-59.94139957821298
2,6,3,-71.66058205437236,-11.726366412614288,-63.43155745932961
2,6,4,-73.85125475463101,-3.439245381811366,-62.33779611749717
2,6,5,-70.53771608797678,-9.159555142632989,-58.990936252051675
2,6,6,-78.03564657878141,-8.478936572598533,-69.18159806392093
2,6,7,-62.59900605723698,-7.158680643169042,-52.578215950711645
2,7,1,-69.67491152042929,-5.46994148461681,-58.60059448110712
2,7,2,-66.10305834704133,-9.551014715898454,-58.25240957356856
2,7,3,-73.92262041331924,-8.321847514995326,-63.9492553895024
2,7,4,-59.10095731363417,-10.036597324810963,-49.482954343963826
2,7,5,-76.86816452888034,-8.182039584037735,-68.14891275316381
2,7,6,-69.66589754488909,-9.477259205699113,-59.04385721901512
2,7,7,-61.97172146500671,-6.836913672495719,-50.16145391352021
2,8,1,-64.46632989008187,-10.4640852525781,-53.32208119234861
2,8,2,-70.67199666862116,-8.254289364820506,-56.90485589439238
2,8,3,-56.84970670242562,-12.431745323157234,-51.07674482985111
2,8,4,-76.7568987654935,-12.16862275549235,-63.16968530993723
2,8,5,-69.3565153529439,-3.7068959294300523,-59.428813767332805
2,8,6,-72.81966788375729,-10.59526583508987,-62.67450218549131
2,8,7,-61.368625504916,-7.185783490560704,-54.486524039870226
2,9,1,-78.8661117686878,-15.29596280734589,-65.06406878366057
2,9,2,-63.92919502628235,-11.442701668914754,-53.71539813487674
2,9,3,-60.04182683512849,-13.0621133556796,-50.81822404985991
2,9,4,-66.7576513938306,-6.228184055816579,-57.96403221746642
2,9,5,-57.11593547430035,-6.00586240587653,-48.11254627895174
2,9,6,-64.17498504819439,-6.07448993650321,-55.05421102111839
2,9,7,-80.02359852569113,-7.775909344582948,-72.66861907001177
2,10,1,-70.92221450048902,-15.476214866657624,-61.49647146903831
2,10,2,-70.47722960465804,-14.679491025931057,-60.015499352773496
2,10,3,-75.46539654087334,-8.852848426542579,-64.85380323564563
2,10,4,-69.32562762547512,-7.4457735508763,-59.848769979377344
2,10,5,-79.77388394041924,-9.124129276125457,-64.71221263976831
2,10,6,-70.8489614258129,-13.09178526076248,-63.84274555702614
2,10,7,-68.44611100767474,-6.346472780503053,-56.75833889981605
2,11,1,-79.20797980413454,-8.940013415384772,-71.78807695245962
2,11,2,-67.20959242882871,-6.6302161447784265,-59.68576701338915
2,11,3,-82.18096512195804,-6.746346278228949,-68.55799782182496
2,11,4,-67.1382183423854,-9.269754110143104,-58.56310707837701
2,11,5,-66.36412665596923,-10.889251802340954,-55.15793562956706
2,11,6,-73.41543509606706,-9.962473120168912,-64.94424408863124
2,11,7,-83.99851553338397,-8.078096636524409,-75.97667220532293
2,12,1,-73.14176490240466,-3.2324368892866007,-61.79989231773168
2,12,2,-73.09319302293456,-10.365499013997468,-61.654014958016305
2,12,3,-54.511807969937536,-8.038248355577476,-43.64405951435108
2,12,4,-61.573627946499016,-12.494111891121491,-50.934450471342416
2,12,5,-77.82224871403068,-10.757735734215071,-67.31311997995212
2,12,6,-74.73833513300897,-12.026844560472007,-63.371851273426905
2,12,7,-67.49241245413562,-12.755753678164027,-60.52381996441347
2,13,1,-74.31723229100638,-10.773687216690552,-62.58207055358615
2,13,2,-65.15077565901456,-11.430685246632715,-51.82585618317437
2,13,3,-75.73554696827178,-15.478652038047702,-66.82272273520378
2,13,4,-62.23708957669625,-7.113726258910466,-56.46396168843657
2,13,5,-70.47892698344,-5.469464974000504,-60.8743411170701
2,13,6,-51.69600232065927,-8.762232654692163,-38.25662235815566
2,13,7,-56.09821713217835,-10.294185830796236,-43.188093205455786
2,14,1,-66.90120279890392,-8.2777078154091,-59.00448622029893
2,14,2,-74.67045110942917,-8.581357649604541,-65.00219919622188
2,14,3,-84.26449957627385,-12.427055722782516,-75.3606924129724
2,14,4,-66.66322924915552,-14.529833530933828,-59.65303197637809
2,14,5,-70.63069110454487,-13.143878428185543,-66.30717578787434
2,14,6,-70.20664996131113,-8.137778596233169,-57.997831065124814
2,14,7,-61.27850260835796,-15.29764467660526,-53.35811414294404
2,15,1,-72.21863165302172,-4.1220992655906485,-63.02941153380443
2,15,2,-75.37474876827531,-7.429751359188657,-65.8752555026428
2,15,3,-62.527791906372016,-9.736526034019517,-52.46774326087916
2,15,4,-62.06029136972249,-7.22198641624825,-53.60215284526003
2,15,5,-86.83491117660947,-11.721020339182825,-77.3693370052212
2,15,6,-69.2307980628776,-15.087673207406345,-63.09671766521707
2,15,7,-59.50297366228305,-13.598595157140789,-48.215037921797006
2,16,1,-65.06926443331344,-5.914481286316347,-53.70684658187549
2,16,2,-69.63556271175618,-9.920063751682685,-63.336254801714574
2,16,3,-57.52548645105651,-12.066779869073263,-45.59579002916252
2,16,4,-56.600734918139736,-8.997703551730275,-44.20166456070936
2,16,5,-70.68912625507423,-14.888138693699965,-61.677825464428224
2,16,6,-47.061245213174914,-6.227031276711342,-35.5410190738258
2,16,7,-72.55797035038663,-6.502787500302504,-57.85849826655365
2,17,1,-68.71461603024194,-14.341184432380581,-63.61317007638699
2,17,2,-77.87310873705302,-9.075596918187873,-67.67306738576373
2,17,3,-71.77813853967103,-12.847534799906018,-64.02307262006799
2,17,4,-78.48801625972975,-12.205000931411817,-67.5404304155571
2,17,5,-61.94449281431558,-9.612080471974432,-52.926759251487155
2,17,6,-73.13728264323895,-12.21671910989653,-62.72980278951431
2,17,7,-73.85329226853949,-8.07749896126902,-60.93269543764296
2,18,1,-66.70181507332849,-7.844863043971495,-59.782478531983884
2,18,2,-81.81440455529744,-7.188156192868352,-73.53980808807559
2,18,3,-75.80577914632617,-9.853895235681675,-62.77943122308869
2,18,4,-65.61293500695882,-17.571893552048124,-56.78912882471651
2,18,5,-72.06864169721405,-11.671037269475773,-59.71245195105885
2,18,6,-56.84085803883708,-8.200849639987428,-44.32275769659276
2,18,7,-75.2660234931339,-10.720997525039623,-66.95556797650599
2,19,1,-66.86125050491161,-8.0550472612785,-54.65423122151028
2,19,2,-83.90284779275206,-8.363573809249006,-72.58569723484565
2,19,3,-71.1272286061189,-5.083406062670183,-61.00550018850937
2,19,4,-61.61526015236752,-7.960033586227418,-52.796528544878235
2,19,5,-78.60818508721009,-11.25166818983481,-70.67391384533956
2,19,6,-67.30881455661597,-13.823509377626095,-55.240740315170285
2,19,7,-76.97432847054364,-12.271660739519465,-67.84669940002881
3,0,1,-57.608262492990235,-8.816973462390534,-48.49262444965387
3,0,2,-66.20480732273884,-12.340152071732653,-54.50511661437786
